,Song Name,Artist Name,Artist Popularity,Artist Genres,Artist Followers,Danceability,Energy,Track ID,Loudness,Speechiness,Acousticness,Tempo,Key,Instrumentalness,Lyrics,Popularity,Liveness,Valence,Time Signature List,Duration,Hit
220,Vato,Snoop Dogg,85,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",3806718,0.484,0.711,2TgPHDU8zPgAvkSLXkHKXR,-4.584,0.239,0.142,90.961,1,0,"Uh-huh, hmm... I was chillin, right around my way  21st eastside of the Beach This motherfucker ran up on me Talkin shit with his homies like he was a straight. G  Askin where I'm from while he runnin up Gangbang, my set on e'ry one of 'em  Some things, sons they just won't change Fools don't respect nuttin but the gangbang   What's seen is what's saw, Dogg is the law I have you niggas runnin like a marathon Little G's tryna creep, on the East with it Talkin 'bout they gon' get my chain and they gon' leave with it  But they don't know once they get close  It's Tic-Tac Toe, three motherfuckers laid on the floor  Yeah, this happened yesterday On the West they spray - I heard the ese say, he said... Vato, you won't believe what I saw  I saw these pack of guys and they act real hard  They twist the fingers and said, ""You know who we are"" He said, ""I don't give a fuck, I'm Snoop Doggy Dogg""  They keep buckin and it went too far So Snoopy, he went straight to the trunk of his car   He got his gun and they start runnin' hard He started firing and then he just charged  Run nigga, run nigga!  Duck nigga, duck nigga!  Run, motherfucker run!   Run, motherfucker run!  Run nigga, run nigga!  Duck nigga, duck nigga!  Run, motherfucker run!   Run, motherfucker run! I didn't mean to hit what I hit ...  *******  ******* ",59,0.378,0.46,4,284653,1
221,That's That Shit,Snoop Dogg,85,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",3806718,0.866,0.63,41sLy8IQUSgvjjeW2CN0vc,-4.795,0.172,0.0199,82.044,9,0,"Yeah, that's right, I like that   Thank you, uh, uh Snoop, Kells You know how we get down  I pull up, whip low in the Phantom with the wheels spinnin' Ladies like ""That's that shit"" I'm in the back of the club, blowin' trees Hands up, head bobbin' like that's that shit In the spot where the girls go wild Dancing titty bar style, I'm like ""That's that shit"" Snoop Dizzle  your boy Kells  Let me hear you say ""That's that shit""  Let's get this party jumpin', me and Kel' gon' get it bumpin' They humpin' like when it's over, we gon' all get into somethin' The Dogg is fresh, Southside without a vest Nothin on my chest but these ladies up out the Midwest I must confess that in the Chi you're so blessed Leaving nothing on my mind but Doggy, you and safe sex This ain't a test, you fucking with a cold mess Meet me in Chicago, let me get you to this real west It's real strong, real fat and real long Doggies in the building, holdin' something they can feel up on And once they get it something they can build up on Take that skinny nigga home, work that filling till it's gone Get that home grown, put that shit on Daddy long I know how you ladies do it, t-shirt with no panties on Let's get this shit crackin', Kell and Doggy Dogg in action ...  *******  ******* ",56,0.036,0.75,4,257640,1
222,Candy  - Final Album Version ,Snoop Dogg,85,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",3806718,0.696,0.655,0E1NCpOWUweGB674Hhu7sc,-6.926,0.521,0.205,98.065,10,0,"You want 'em? I got 'em. drippin like water Uh!  E-40! Sticky icky! Snoop Dogg! DPG, MC Eiht, Goldie Loc E-40! Yeah... Talk to 'em nephew  Come on. Narcotics is the death merchant, shipping and handling yolla I supply Time to get up and wipe the eye boogers out my eye  What y'all tryna buy pimpin y'know it's kinda dry! Yeah, I only gotta couple of pies left that'll last me through the year Doula,  ice cream caaandy!  Man that shit be comin in haaandy!  It's real walkie talkie  I got that from the DB's, my cousin. work dirty! If you want 'em I got 'em, you hoping to cop it, you better be about yo' grit!  Devour any cowards, sours slippery at the lip  Beast up, suck up to none, don't be no sucker  Be a block monster, be a reputable motherfucker   Real mash with my Spanish  If ain't about no gouda, potna you can vanish  Don't get put up in yo' place Give me 40 feet and an ounce of space You want 'em? I got 'em. drippin like water Sticky icky icky! Ahh, ahh! You know I got that candy. yeah! Boss Dogg, Snoopy D O dub Trip. check game Now-A-Later's, gum drops, jelly beans Lollipops and triple beams Blue carpet, yeah that's the treatment Candy so sweet, got everybody eatin it Bigg Snoop Dogg, I'm the star of this So gone on and get yourself a bar of this ...  *******  ******* ",41,0.0898,0.411,4,288040,0
223,Get A Light,Snoop Dogg,85,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",3806718,0.651,0.579,0brst8Eu2TRY13cwTQMcQc,-5.494,0.311,0.463,91.539,1,0.00012,"[Intro: Snoop Dogg + ] Say man. lemme-lemme get a light homey  Aye. aye Timbo. this yo' crippin cousin Snoop Dogg 'causez!  I told you we gotta get gorilla on this one right here man Take 'em to the zoo! To the L.A. zoo, take these niggaz to the L.A. zoo A hah! Yeah nigga. 'bout to get. Ain't shit crazy in here in a long time  Dig this... uh.  [Snoop Dogg] I need a light, let me step up in this motherf**ker 'til I get it right  I need a light, let me lean, make it bright, everythang is dynamite  Bust a bitch, tryna feel like a pimp would It's Snoop D O Double G, I'm in ya neighborhood I make it crack-a-lack, do it just like that Take a sip of this, nigga have a puff of that You had enough of that? Yeah, give it right back Now lay ya head back and roll in the Cadillac How we do what we do, what it is, where it's goin down. and the motherf**kers flip it Rip it, get specific, and dip it and then they drip it 'Cause you know we like to pop it 'cause you talkin so different Fix your Focus and ride. I want the bangers to bang Or get hyphy with my niggaz up north by the Bay Tryna twist in my whip, I got the big body Benz 'Cause I'm rollin with my nephew and we smokin again ...  *******  ******* ",42,0.347,0.158,4,221067,0
224,Gangbangin' 101,Snoop Dogg,85,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",3806718,0.606,0.775,2E2A3BY5Zp4vTCtWIKMxPG,-5.109,0.382,0.263,84.754,8,0,"West Coast, it's time to stand up nigga We gon' unite 'round this motherfucker one time I'm callin' every real Crip nigga And every real B-Dogg, to the table right now Yeah, we gon' push a real line right now See if y'all with this real gangsta guerrilla shit  Have you ever seen 100, 000 rip riders from the side Blue Chuck's, blue rags, grey clouds, blue skies On the move, can't lose, Hill Street blues Niggas gotta pay they dues on the crews or with the uzi spray These suckas then I cruise, my granny saw it on the news She shook up, look up and then she put me on the move I tried to get away, but I couldn't get far Cause the homies had the loop-loop that night at King Park And I got into a squab, got caught and went to jail Straight to the County with no motherfuckin' bail 4800 with this Crippin', oh well My big homie Boy Blue snatched me by my coattail He said trip Dogg, ya better get right, Crip right Eyes open cause niggas get stuck on seez-ight It ain't no motherfuckin' problem - pop-pop, tick-tock Never flip-flop, 20 crippin' til I drop ...  *******  ******* ",38,0.265,0.444,4,242893,0
225,Boss' Life,Snoop Dogg,85,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",3806718,0.683,0.848,4UprL40OVADveANAtCNrIa,-4.498,0.306,0.111,90.575,0,0,"Some of 'em lie about the shit they got And what they do on the block Some of 'em lie about the girls they pop But I don't, I don't, I don't, I don't That's how it is for me 'cause I live a boss' life  So many niggaz wanna play but still got dues to pay Some of 'em gotta beg a bitch to stay But I don't, I don't, I don't, I don't That's how it is for me 'cause I live a boss' life  Now this is for the B's and the C's, and the D's and the H's And the G's puttin' work in overseas At ease with the Doggy and smoke some weed Fuck it, if my nigga detoxin', it's more for me  Baby, this is presidential really A pocket full of women understandin' how I'm livin' Show them hoes how you winnin' It's the beginnin' with the pearls you're given The world soft like linen and sweet like cinnamon  But everyday like 50 say, it's 'Many Men' They wanna take me out the spot They want the pussy and the ends But separate the paper and the Benz and the cribs ...  *******  ******* ",49,0.378,0.59,4,202680,1
226,LAX,Snoop Dogg,85,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",3806718,0.855,0.74,5e8ER5Aot7za1AzhnvtiiZ,-6.382,0.331,0.0924,100.428,11,1.70E-06,"""Oh... Cali? ""No doubt""  ""LAX"" ""Oh... Cali?"" ""No doubt baby"" - West West y'all, pile it on your plate A little somethin' somethin' from the Golden State Nah, we ain't like Kobe and Shaq It's Magic and Kareem nigga, Showtime is back True legends, two steppin' on you peasants What y'all thought, y'all gon' need bout two vests' Cause we he plug, I plug Mixed shot with the slug, listen here cuh when I dig dug - play slick and get stuck But don't play tough boy, go and get it up Hey yo Cube, tell me this Why half of the homies gettin' worked by a bitch? Then they fall in love and get hurt by a bitch Nine months later cause got mirked by a bitch See I'm just a nigga that ya don't wanna Reverse the game on her, put the bitch on a corner Welcome to California  ""LAX"" ""Oh... Cali?"" ""No doubt baby"" ""LAX"" ""Oh... Cali?"" ""No doubt baby""  ""LAX"" ""Oh... Cali?"" ""No doubt baby""  ""LAX"" ...  *******  ******* ",34,0.609,0.684,4,201480,0
227,10 Lil' Crips,Snoop Dogg,85,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",3806718,0.761,0.87,4KgUU8YS47pFaBPbfeWg7z,-4.603,0.206,0.371,94.056,4,0,"10 lil' Crip Crip runnin' outside All from the turf and they bangin' out rides Far from a scrub 'cuz from the East Side Where they don't die, they just multiply  So don't give them them a reason To turn it into *** season Don't give them them a reason Well 'cuz they'll turn it into Crip season  The gangsta's back, the bank is fat The gangsta mac in a gangsta 'Lac Hmm, fools be like, ""Break off some cheese"" Friends and enemies, oh nigga please  fuck You thought who punked you up? Stop, you stuck too much, pop drop, you pluck It's all similar to gettin' laid On your back, on the mothafucka case ***  I grind for my shine, 'bout my business Lunatic on dis *** and I get ignorant Go on and proceed to *** with ease Wannabes, they can't believe how I leave  Look into the mind of a *** that's crazy 17 years old, still a baby Gangstas real, they pop the pill You *** back, young mothaf***, it's like that ...  *******  ******* ",39,0.141,0.628,4,195093,0
228,Round Here,Snoop Dogg,85,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",3806718,0.727,0.61,1R6M6xsq0vVq6vIAUhWNC8,-3.943,0.256,0.0169,81.999,6,0,"It ain't safe to leave the house, fuck around round here These niggas quick to air you out and lay you down round here You run your mouth, niggas will put you in the ground round here One time, don't even fuck around and come round here  It ain't safe to leave the house, fuck around round here These niggas quick to air you out and lay you down round here You run your mouth, niggas will put you in the ground round here One time, don't even fuck around and come round here Don't fuck around round here  M, L and 21st where niggas worst Quick to put one in you first Before they search your pockets, get that china And where they got cha, that's where they gonna find ya  They rollin' up that nigga, that's the real shit Or bein' slick can get you caught up real quick Hold up, homie, don't let this money blind ya 'Cause you won't see me standin' right behind ya  Then it's times up, that's how we talkin' if he come from the Beach Betta watch them niggas out here if they come from the East Don't stop if I'm not out some where, so niggas can see 'Cause they don't give a fuck, you stuck if you ain't with me  My city's a beast ...  *******  ******* ",41,0.361,0.473,4,222387,0
229,A Bitch I Knew,Snoop Dogg,85,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",3806718,0.771,0.688,2Lt2h6UITX6WTzrHJFHJx6,-4.596,0.216,0.00172,89.01,1,0,"Yeah, that's right, I like that The royal penis is clean Your Highness Thank you, uh uh, Snoop, Kells You know how we get down  I pull up, dip low in the Phantom with the wheels spinnin' Ladies like that's that shit I'm in the back of the club blowin' trees Hands up, head bobbin' like that's that shit  In the spot where the girls go wild, dancing titty bar style I'm like that's that shit Snoop Dizzle, hey! Your boy Kells, hey! Let me hear you say that's that shit  Let's get this party jumpin', me and Kel gon' get it bumpin' They humpin' like when it's over, we gon' all get into somethin' The Dogg is fresh, Southside without a vest Nothin' on my chest but these ladies up out the Midwest  I must confess that in the Chi you so blessed Leaving nothing on my mind but Doggy, you and safe sex This ain't a test you fucking with a cold mess Meet me in Chicago let me get you to this real West  It's real strong, real fat and real long Doggies in the building holdin' something they can feel up on And once they get it something they can build up on Take that skinny nigga home, work that filling till it's gone  ...  *******  ******* ",36,0.14,0.521,4,272453,0
230,Like This,Snoop Dogg,85,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",3806718,0.44,0.865,2mcOx4WV3guTbYOEiHZfqq,-6.102,0.311,0.0623,89.227,2,0,"I'd like to welcome the Western Union On to this Blue Carpet Treatment Some player partners of mine We gonna show you this new dance we got  Like this It's easy to do Like this Yeah, it's so easy to do Grab a honey Take her to the floor And do it just like this You don't have to break it down to the floor All you gotta do is keep moving your hands Like this Like this I feel like a player When I move and dance to the song All I wanna do is get my groove on Like this  I throw my hands like Marvin Sorta like James Brown How I get down I'm holding my chain So it don't swing I'm sliding my feet Staying on the beat I dip low Then bring it back slow If you didn't wanna dance The why you on floor  The mamis on the floor With Mr. Luck on the _ Super duper behind And baby it's a set up Two step with me Call your girls I got 2 reps with me They call the game quickly Bitch boys move I'm too cool for the runway Player of the year My gear is set for Sunday  Wait right here Girl I'm coming back Monday Slide right in front of me Get our dance on Fred Astaire Faye Dunaway Eyes on us While we move to the clap I'm nice with the jams And I'm smooth with the rap We in the zone with the lights and glamour Glass full of Patron Cold as grammar  ...  *******  ******* ",29,0.375,0.188,4,236307,0
231,Which One Of You,Snoop Dogg,85,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",3806718,0.805,0.8,6Io4X6tBCXMi5pXve3MV5X,-4.157,0.0961,0.223,113.053,11,0,"Yes. greetings loved ones You inside the Nine Inch Dick, experience For the 2000 plus D-I-X Oh we're still in it Dig this  She the type of girl to play  I met her just the other day  She really didn't wanna give me no play  As I walked up she just turned away   I saw you hangin with yo' friends  They was lookin at my friends  But which one of y'all was checkin out this pimped-out playa? Girl you don't have to pretend Whoa whoa whoa whoa, baby I seen your homegirls jockin my riiiiide And ooh, baby ...  *******  ******* ",34,0.223,0.83,4,212467,0
