S No,Song Name,Artist Name,Artist Popularity,Artist Genres,Artist Followers,Danceability,Energy,Track ID,Loudness,Speechiness,Acousticness,Tempo,Key,Instrumentalness,Lyrics,Popularity,Liveness,Valence,Time Signature List,Duration,Hit,Artist Hit
308,Shadowplay,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.642,0.805,6HbTF52swZiGSJ2cvAJ7PU,7.238,0.0476,0.000781,145.029,2,0.579,city road meet waiting ocean hope searching moving silence without motion waiting room without window corner found truth,56,0.393,0.352,4,247240,1,1
309,All The Pretty Faces,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.43,0.98,5HbyVyUbfQehsN44Sstubl,3.976,0.0741,0.00424,137.482,7,0.0297,help need dont feel like lovin dont feel like lovin help need dont feel like help need dont feel like well happen spent two long year strange strange land well happen id anything man youre going without dont youre telling anyone shake sing song,46,0.128,0.209,4,285800,0,1
310,Leave The Bourbon On The Shelf,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.286,0.867,0Of7QOxHibUJW7q0YFBJVC,5.595,0.0963,0.114,175.928,1,0,like let go got new place much better falling turn smile oh know ive always tried say goodbye leave shelf ill drink love endlessly darling dont see im satisfied hold tight,46,0.35,0.429,4,218493,0,1
311,Sweet Talk,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.374,0.917,4IBTEftHDFMV8femNMlfMP,4.411,0.0508,0.0052,179.844,2,0,lift take spell get weight shoulder ive well lose pressure shake chain lead hold hand harder ease mind roll open sky let fly man need release mind fix foot theyre,52,0.152,0.385,4,258867,1,1
312,Under The Gun,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.424,0.962,1CRZl1AFUS7EBBXqUkCWh8,4.915,0.093,1.80E-06,74.476,1,0.00813,shes got wing hidden eye shes angel sure cant stop telling lie late love already caught angel kiss joke coming back heaven heaven take car brain keep dream set free say kill kill kill kill,50,0.296,0.382,4,153560,1,1
313,Where The White Boys Dance,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.68,0.869,3rfgt8fw5l6of33oj81VXn,5.805,0.0419,0.0393,107.265,6,2.15E-05,take place white boy dance take place run play baby gone might chance take place white boy dance silence sun set empty street well theyre rising high man doesnt meet walk inside strong one put mind ease another storm brain key,42,0.386,0.557,4,206200,0,1
314,Show You How,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.247,0.574,0qXWJhU46zurMYQoAnBxdG,5.855,0.0961,0.00103,168.291,2,1.68E-05,one saved message listen message press one first saved message message yesterday 10 ha gotta tell ya ill make better know somethin needed say maybe better alone,42,0.137,0.446,4,166240,0,1
315,Move Away,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.468,0.978,2B1bCJy5l1nrruMO2GUbIu,3.868,0.106,0.000236,110.894,0,0.107,last time said control debt know come back youll see face said debt pray move away hard time dont come tomorrow eye dont see take skin listen move away hard time dont come tomorrow eye take skin youre talkin oh world come said hold rock let oh world,42,0.101,0.183,4,229973,0,1
316,Glamorous Indie Rock And Roll,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.335,0.891,1vFxgDgIM0hVxWUiKws1GV,3.492,0.0489,0.0105,153.154,5,0.000354,indie rock roll want soul need indie rock roll time two u store play im bet bottom dollar indie rock roll indie rock roll need indie rock roll im talking every word boy,50,0.147,0.539,4,256547,1,1
317,Who Let You Go?,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.412,0.797,2Ij4TNS0XKn05hXTEMcO4w,4.12,0.0478,0.016,170.005,8,0,let go let go let go let go let go let go let go let go feel inside soul cant hide thing know could friend promise wont go bad story end aint got nothing never let take slow let go let go,41,0.134,0.457,4,222907,0,1
318,The Ballad Of Michael Valentine,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.476,0.868,3jmqb9d6QW8hQHxAgI5u2X,4.339,0.033,0.00139,99.037,0,0,play star soul sister wont take ride car late call wanted baby baby dont rock child hold head high night try tell got bad know true caught friend took trip new lady wont say theyre sorry finally caught train,42,0.329,0.451,4,230347,0,1
319,"Ruby, Don't Take Your Love To Town",The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.606,0.773,5hg1AkrHaddlxujq6KXvJg,8.31,0.032,0.044,105.847,1,0.239,youve lip rolled hair going somewhere shadow wall tell sun going oh dont take love town wasnt started whole crazy war go,42,0.125,0.976,4,185187,0,1
320,Daddy's Eyes,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.285,0.924,7I7GnoBfRuzdPQAdLXKycH,5.028,0.0991,0.00227,132.673,4,0.00264,ill tell wanna know boy better listen close people gonna tell lie dont let come surprise woman back know shes got best begin realize know got daddy eye something wanna say love got nothing id like stay cant ive around know called never even knew,42,0.275,0.269,4,254787,0,1
321,Sam's Town  Live From Abbey Road / 2006,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.53,0.444,3Va8YnnKB5c21OyB4B0DKo,8.221,0.044,0.765,133.992,6,0,nobody ever dream round dont really mind starting get nobody ever pull round dont really mind starting get ive got beneath foot like something gonna come carry ive got heart beat dont really mind starting get waste time answer question mind im sick judge scared theyll find,45,0.394,0.273,4,223720,0,1
322,Romeo And Juliet,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.61,0.397,1kfrnPViuzKdNwmH21ehLg,8.47,0.0266,0.43,84.352,9,8.89E-06,street everybody low love song made find step say something like babe juliet say hey gave heart attack underneath window singing hey la boyfriend back come around singing people like anyway gonna juliet dice start bet heart forget forget movie song gonna realize time wrong juliet come different street street shame dirty mean yes dream,59,0.239,0.347,4,327867,1,1
323,Mr. Brightside  Jacques Lu Cont's Thin White Duke Mix,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.56,0.744,46gog9DTymoam1Atq4xpDl,6.671,0.0296,0.0101,133.994,1,0.00183,comin ive doin fine gotta gotta want started kiss end like kiss kiss im falling asleep shes calling havin smoke shes takin drag theyre goin bed stomach sick head shes touching chest take dress let go cant look killing taking control,48,0.119,0.394,4,528027,1,1
324,Alexander Hamilton,Leslie Odom Jr.,75,"['broadway', 'hollywood', 'show tunes', 'vocal jazz']",75021,0.609,0.435,4TTV7EcfroSLWzXRY6gLv6,7.862,0.284,0.524,131.998,11,0,bastard orphan son dropped middle forgotten spot grow hero founding father without father got lot working lot harder lot charge every day away across wave kept inside something part brother ready beg steal came man saw future dripping drain put brain wrote first pain well word got around said kid insane man took send get dont forget came world gonna know name whats name man alexander hamilton name alexander hamilton million thing havent done wait wait ten father split full two year later see mother sittin sick thick got better mother went quick moved cousin cousin,72,0.118,0.563,4,236738,1,1
325,"Aaron Burr, Sir",LinManuel Miranda,77,"['hollywood', 'show tunes']",139490,0.646,0.438,6dr7ekfhlbquvsVY8D7gyk,10.837,0.808,0.271,160.433,8,0,aaron burr sir asking oh well sure sir im alexander hamilton im service sir looking im getting nervous sir heard name course got may sir handle yes wanted graduate two join revolution looked like stupid im stupid graduate fast parent dying wish youre orphan course im orphan god wish war could prove worth anyone,70,0.0945,0.524,4,156631,1,1
326,My Shot,LinManuel Miranda,77,"['hollywood', 'show tunes']",139490,0.829,0.649,4cxvludVmQxryrnx1m9FqL,6.764,0.317,0.15,90.936,8,0,throwing away shot throwing away shot hey yo im like country im young scrappy hungry im throwing away shot im get king shouldnt problem got lot brain gotta heard every word drop im diamond rough piece tryin reach power mind older new york city street get shoulder evry evry learned dont gun walk street plan flame damn getting dark let spell name colony run keep u endlessly u king george turn around run aint ever gonna set free revolution dont book lay life set u free youll see throwing away shot shot throwing away shot shot hey yo im like country im young scrappy hungry im throwing away shot im throwing away shot throwing away shot throwing away shot hey yo im like country im young scrappy hungry im throwing away shot time take shot dream life without france lead say say fight make side shot yo im got yall im cuz know chance instead im gonna take shot well never truly free,71,0.0904,0.569,4,333154,1,1
327,The Story Of Tonight,LinManuel Miranda,77,"['hollywood', 'show tunes']",139490,0.407,0.237,0NJWhm3hUwIZSy5s0TGJ8q,10.579,0.053,0.835,95.111,9,0,may live see glory may live see glory join fight join fight child tell story child tell story theyll tell story tonight let another round tonight let another round tonight let another round tonight,68,0.648,0.612,3,91981,1,1
328,The Schuyler Sisters,Renée Elise Goldsberry,65,['hollywood'],7527,0.74,0.727,71X7bPDljJHrmEGYCe7kQ8,6.253,0.278,0.186,101.408,2,0,burr nothing rich folk love going downtown poor pull common watch talk take philip schuyler man little know peggy angelica eliza city watch guy company work work angelica angelica company work work eliza eliza peggy peggy company work work schuyler sister angelica angelica peggy peggy eliza eliza company work peggy daddy said home angelica daddy doesnt need know peggy daddy said go downtown eliza like said youre free go angelica around look around revolution happening new york new york company angelica schuyler company work peggy bad enough daddy want go war eliza people peggy bad enough shore angelica new air angelica male look around look around eliza angelica remind looking shes lookin angelica company eliza im lookin mind work work work im lookin mind work work work im lookin mind work work work,71,0.627,0.792,4,186543,1,0
329,Farmer Refuted,Thayne Jasperson,52,[],986,0.795,0.409,2G9lekfCh83S0lt2yfffBz,8.334,0.372,0.684,77.879,9,0,hear ye hear ye name free thought congress scream revolution interest heart oh god tear dude apart dont let lead congress speak let theyre playing dangerous game pray king show mercy shame shame yo hed sound scream scream revolution comin revolution gonna win interest,67,0.0548,0.578,3,112742,1,0
330,You'll Be Back,Jonathan Groff,63,"['hollywood', 'show tunes']",21966,0.607,0.467,6OG1S805gIrH5nAQbEOPY3,7.556,0.0581,0.391,121.741,0,0,say price love price youre willing pay cry sea see go sad remember made went away youre making mad remember despite im man youll back soon youll see youll remember belong youll back time tell youll remember well ocean rise fall seen,70,0.132,0.434,4,208321,1,0
331,Right Hand Man,LinManuel Miranda,77,"['hollywood', 'show tunes']",139490,0.68,0.413,3nJYcY9yvKP8Oi2Ml8brXt,9.41,0.492,0.177,158.58,8,0,british got troop water thousand troop new york thousand troop new york troop troop troop kid war knew poor knew way rise tell story gonna die glory rise fight land one man give u command rise understand way rise rise come come general lady gentleman come general moment youve waiting come general pride come general george washington boom boom boom boom boom gotta make stand hey yo im gonna need man boom boom boom boom boom check real second let tell people feel second im model general men put writing letter room truth face hear british go boom hope keep people im keep put stop british take take look boom boom boom boom boom gotta make stand hey yo im gonna need man boom boom boom boom boom,68,0.205,0.384,4,321697,1,1
332,A Winter's Ball,Leslie Odom Jr.,75,"['broadway', 'hollywood', 'show tunes', 'vocal jazz']",75021,0.856,0.327,2yBMVrq96wb9OHbMdBs0lF,10.834,0.452,0.41,131.352,8,0,bastard orphan son go grow watch bother right hand father washington hamilton right sight hamilton still want fight write hamilton common lady,67,0.0889,0.701,4,69901,1,1
333,Helpless,Phillipa Soo,70,['hollywood'],11743,0.688,0.491,54Sc7mZQ1RM03STpk4SfaA,7.494,0.269,0.335,79.011,5,0,hey hey hey hey ohh hey hey hey hey dooo hey hey hey hey ohh hey hey hey hey dooo boy got hey hey hey helpless look eye sky limit im helpless count im drownin em never type try grab hot night laughin sister shes room walked heart went boom tryin catch eye side dancin band top grind rhythm grab sister whisper yo one mine sister made way across room oooh got nervous thinking whats gonna oooh grabbed arm im thinkin im oooh look back suddenly im helpless helpless oh look eye look eye sky limit oh im yeah im helpless helpless know count im drownin em im helpless im look eye sky limit im helpless know im count count im drownin em im drownin em taking,70,0.0914,0.737,4,249771,1,0
334,Satisfied,Renée Elise Goldsberry,65,['hollywood'],7527,0.706,0.593,3dP0pLbg9OfVwssDjp9aT0,8.581,0.0902,0.287,123.774,5,0,alright alright thats im talkin everyone give angelica schuyler bride bride bride bride sister angelica angelica angelica always side side side revolution hope fly may always always satisfied remember night might regret night rest day remember soldier boy win remember like dream cant quite place alexander ill never forget first time saw face never eye said hi forgot name set heart evry part game strike woman never satisfied im sure dont know mean forget youre like im never satisfied right never satisfied name angelica schuyler,71,0.15,0.481,4,329228,1,0
335,The Story of Tonight  Reprise,Anthony Ramos,70,['hollywood'],23082,0.724,0.305,1CzeuSrm71wHP9qsjg7p3F,12.763,0.258,0.676,81.874,5,0,may live see glory may live see glory ive seen wonder great small ive seen wonder great small cause get married alexander get married hope raise glass freedom hey something never see matter tell let another round tonight raise glass four u ho poor u well tell story tonight let another round,66,0.128,0.595,4,115880,1,0
336,Wait For It,Leslie Odom Jr.,75,"['broadway', 'hollywood', 'show tunes', 'vocal jazz']",75021,0.561,0.474,7EqpEBPOohgk7NnKvBGFWo,9.638,0.155,0.125,86.897,6,5.07E-06,letter everyday im keeping bed husband away british side trying keep colony line keep shes mine love doesnt take take take keep loving anyway laugh cry break make mistake reason im side many tried im willing wait im willing wait fire thing wont ya mother father respect died left,70,0.0922,0.513,4,193750,1,1
